"","Eagle_002_null","Eagle_004_null","Eagle_006_null","Eagle_007_null","Eagle_008_null","Eagle_012_null","Eagle_013_null","Eagle_014_null","Eagle_015_null","Eagle_020_null","Eagle_021_null","Eagle_022_null"
"CDK14",9.63740371703471,9.83191765824336,8.08659938332514,10.2764899201946,9.23172654793798,8.33778696281975,9.66682807547076,10.4226362678134,8.71446124988241,9.87741671117138,8.97024291603435,11.2446739678652
"LOC104828711",10.1180483969987,10.4864775771071,10.5126896906542,10.5956830242345,10.3524193806514,10.3117363891608,10.7519598831351,10.6694480222883,10.1905541497907,10.71064695,10.7171056270073,10.7445585468644
"CLDN12",8.00967731270735,8.13402724137257,8.42631878472761,7.8129124875309,8.03959927012494,7.98289117027534,8.01602324505653,8.09240097174371,7.87788935608156,7.96530765163448,8.2047847326151,7.9836342719765
"GTPBP10",10.4054454940432,9.83057019546878,10.8762944982675,10.3535537965309,9.25212069075006,8.98003697043195,9.82071933831482,9.18771578627532,9.92340593072515,9.35827511744903,10.1663101157466,9.70332351878111
"LOC104835997",1.74410381640242,0.888170518058108,1.28049335833204,0,1.04955692533705,0,0,0,2.1787033999473,0,1.69804428829843,1.34594799888657
"CFAP69",5.29224206256162,4.86182194352936,4.18194884516622,3.93803466778469,4.79427815722798,4.84388461313449,3.2200258416716,4.77616845201337,4.96975818031369,4.33675404430486,4.6187312001733,4.95737832444746
"STEAP2",4.80856372763761,5.35716127001146,3.2593210154037,5.79760842050937,4.26214739375435,4.84388461313449,4.87190873708923,5.34347308011096,4.42353080135974,5.5337986320022,4.86084378349495,6.74679713501075
"STEAP1",3.00891727285738,3.37282726329298,1.94801793110362,3.31536079186564,3.25688270472767,2.59446276091193,0,2.31039353750906,2.87763363923918,2.27539992007872,2.45660022845605,2.84154789629246
"ZNF804B",7.22524684953285,6.55059609717773,5.7129240221258,5.42916524961705,6.14043334533689,6.30586900965863,4.38979293302014,5.195412678034,6.89260136397364,5.83499546324201,5.41024788542057,5.98754498471446
"STEAP4",6.48715636671204,4.47707435201336,6.7574436960535,5.27087447421724,5.34291309723295,5.18100257386658,5.46772895138968,4.18275551906187,5.84396966724828,5.24323701237438,5.74814703912076,7.45954468519359
