"","Eagle_002_lps","Eagle_004_lps","Eagle_006_lps","Eagle_007_lps","Eagle_008_lps","Eagle_012_lps","Eagle_013_lps","Eagle_014_lps","Eagle_015_lps","Eagle_020_lps","Eagle_021_lps","Eagle_022_lps"
"MRPS5",839.886181990844,919.690344581174,904.12827788321,897.474262549096,982.886005559667,1156.87222430946,1026.2807616657,1115.03424913242,1431.66019627045,1211.80259226152,940.554159022307,1253.16128133197
"MAL",59.1789721727966,0.296387478111883,0,0.870770629898865,0,0,0.8847247945394,1.14597559006415,4.24405196522862,0,2.26967702466773,1.65270198659013
"SOGA3",468.310520175112,27.5640354644052,14.8217750472657,16.2543850914455,21.3249429214129,12.7128815858182,19.4639454798668,25.2114629814112,18.0372208522216,22.9259949887315,24.5125118664115,14.4611423826637
"KIAA0408",55.7648007012891,4.44581217167825,0,3.1928256429625,3.8772623493478,0,2.6541743836182,2.2919511801283,3.18303897392146,3.27514214124736,3.17754783453482,4.9581059597704
"ECHDC1",446.118405610313,325.433450966848,251.970175803518,308.252802984198,284.978782677063,284.768547522328,280.45775986899,440.054626584633,423.344183531555,370.091061960952,312.30755859428,351.612347647051
"RNF146",161.604116318022,351.219161562582,370.544376181644,442.641736865256,426.498858428258,437.323126552147,465.365241927725,424.010968323735,513.530287792663,468.345326198372,351.346003418565,448.295413862574
"RSPO3",735.753952109866,31.1206852017478,14.8217750472657,32.7990270595239,32.9567299694563,27.9683394888001,30.0806430143396,34.3792677019244,31.1230477450099,16.3757107062368,78.5308250535034,25.6168807921471
"CENPW",76.8188581089187,166.86615017699,74.1088752363287,252.233225794038,213.249429214129,109.330781638037,177.829683702419,203.983655031418,215.739308232455,294.762792712262,149.79868362807,219.809364216488
"TRMT11",303.861260964167,146.711801665382,163.039525519923,151.514089602402,139.581444576521,203.406105373092,159.250463017092,174.18828968975,186.738286470059,206.333954898584,206.994544649697,162.791145679128
"HINT3",173.553716468298,753.120581882296,770.732302457819,1032.73396706005,835.55003628445,1123.81873218633,792.713415907303,998.144738945873,1286.30141646137,1136.47432301283,827.524243193854,1255.64033431185
"NCOA7",698.767094501868,2720.54066158898,1926.83075614455,2695.90587016688,3588.40630432139,3211.27388857768,2169.34519621061,2902.75616963249,3725.57028347652,2184.51980821199,2801.68931924985,2460.46008253606
"TRNAE-CUC_1",7.39737152159958,0.296387478111883,0,0.290256876632955,0,0,0.8847247945394,0,0,0,0,0
"HEY2",141.119087488977,0.296387478111883,0,1.74154125979773,3.8772623493478,0,0,2.2919511801283,2.47569697971669,0,4.99328945426901,1.2395264899426
"HDDC2",105.270287038148,37.3448222420973,44.4653251417972,16.2543850914455,23.2635740960868,38.1386447574547,18.5792206853274,8.02182913044903,4.597722962331,36.026563553721,47.2092821130888,5.78445695306547
"TPD52L1",429.61657683136,8.00246190902085,14.8217750472657,7.54667879245683,9.69315587336949,12.7128815858182,14.1555967126304,5.72987795032074,9.54911692176439,6.55028428249472,22.2428348417438,8.6766854295982
