GeneID,Eagle_002_null,Eagle_004_null,Eagle_006_null,Eagle_007_null,Eagle_008_null,Eagle_012_null,Eagle_013_null,Eagle_014_null,Eagle_015_null,Eagle_020_null,Eagle_021_null,Eagle_022_null
VWA8,1712,1880,1823,1655,1183,378,734,1173,1319,1830,985,2428
LOC104837403,13,9,6,5,3,2,3,4,5,8,1,4
NAA16,3641,2816,3737,2375,2256,918,1624,1825,2698,3282,1993,4233
MTRF1,496,333,331,259,218,96,167,225,299,259,219,323
WBP4,42799,36679,70344,41027,31707,14226,26451,36491,60113,60518,43896,39794
ELF1,28899,19511,24659,21369,14935,8123,10428,13580,25908,19733,17776,22699
SUGT1,5495,3610,5307,3324,3199,1633,2173,2611,4906,4544,3123,4094
LECT1,234,140,101,106,121,72,100,54,234,178,127,130
PCDH8,180,104,43,50,44,34,24,41,115,55,42,53
OLFM4,35,21,11,8,11,7,6,11,21,10,7,10
LOC104837515,15,19,8,5,5,6,4,1,14,6,6,3
PCDH17,222,136,69,74,84,37,24,34,147,64,47,62
LOC104837523,4,21,18,17,7,2,2,5,5,18,8,2
LOC104837529,15,13,11,4,7,4,2,5,12,2,2,17
RAMP3,87,40,22,16,18,18,8,12,42,24,15,17
ADCY1,314,146,99,86,66,51,23,49,164,63,50,76
IGFBP1,34,18,7,6,11,5,1,5,25,13,6,9
IGFBP3,17,9,1,1,3,3,2,4,10,4,5,1
LOC104837766,79,3,2,1,8,20,0,42,62,3,66,71
TNS3,1016,667,324,282,239,43,103,292,220,626,254,629
HUS1,112,79,78,85,49,16,36,37,71,89,42,62
ICE1,6737,4482,7225,4685,3806,1895,2319,3863,6930,5009,3843,3943
NFX1,3600,2474,3476,2300,2017,937,1347,1710,2570,3288,2207,3451
SLC12A7,2779,2585,1104,2120,929,208,802,1573,909,2233,957,3827
LRRC14B,2,4,4,1,1,2,0,2,2,0,1,3
PLEKHG4B,28,26,5,8,6,2,7,5,12,9,4,11
SLC9A3,136,65,43,31,25,13,16,27,77,40,26,35
TPPP,367,514,340,598,140,57,141,313,223,458,157,482
BRD9,2024,1563,2171,1480,1126,496,864,1159,1734,1602,1151,1476
TRIP13,145,93,116,89,90,32,33,65,113,126,94,74
LOC104837643,14,13,1,4,2,3,1,2,4,6,4,16
TGFBR1,631,570,572,435,597,129,268,399,554,579,352,1202
RECK,321,258,79,178,95,23,77,176,127,197,94,554
ADNP2,3513,2950,4577,2937,2732,1488,2047,2256,4177,3776,2719,3278
RBFA,388,219,378,212,142,66,112,202,318,235,201,224
LOC104837676,9,4,1,0,2,1,0,1,5,1,1,6
LOC104837800,13,9,4,1,3,1,2,2,8,3,7,8
LOC104837681,28,9,7,3,7,0,4,4,13,6,10,9
TXNL4A,586,465,628,455,391,177,300,341,608,621,440,425
HSBP1L1,72,24,34,27,30,18,14,17,59,42,37,40
TRNAW-CCA,0,0,0,0,0,0,0,0,0,0,0,0
PQLC1,4410,3020,4745,3562,2539,1116,1988,2962,4444,3541,2339,3753
KCNG2,33,33,15,13,14,9,4,13,28,17,12,30
CTDP1,6936,5615,7806,5150,4511,2034,3447,4198,7558,6822,5046,5722
NFATC1,345,214,66,245,156,23,77,128,145,271,84,451
ATP9B,8529,7447,9208,7177,4804,1698,4159,5113,7004,9467,5849,10379
LOC104837814,90,45,20,15,36,11,8,16,83,35,19,55
LOC104837819,60,14,37,35,49,4,26,8,35,47,10,19
RNF4,2939,2519,3334,2246,1990,851,1572,1868,3119,2876,2147,2853
CFAP99,370,344,377,220,271,174,188,198,381,394,183,410
ZFYVE28,9163,7003,13136,5813,5635,2680,3104,5008,8061,7974,5929,8113
MXD4,11548,11647,13831,13404,8859,2738,7404,8610,13312,15844,7969,17870
HAUS3,969,685,1004,736,541,206,268,489,698,783,578,891
POLN,871,678,599,576,463,195,302,385,529,687,334,764
NAT8L,58,29,16,23,20,13,12,10,36,24,20,25
LOC104837879,18,5,4,3,7,2,0,3,20,5,4,13
LOC104837888,22,8,7,9,14,5,2,7,21,8,8,15
NELFA,2321,1895,2561,1597,1403,658,865,1065,2344,2275,1533,1728
LOC104838259,309,380,240,208,132,66,63,151,177,200,143,272
WHSC1,567,433,523,406,268,152,239,336,516,525,291,684
LETM1,2505,1873,2810,1636,1531,820,1229,1652,2868,2268,1886,2184
FGFR3,59,31,20,15,19,10,6,9,40,16,22,25
TACC3,9130,7342,12978,8914,6798,2515,4210,4149,7658,10274,4799,11068
TMEM129,4854,3281,5440,3470,2972,1183,1730,2031,3540,3604,2491,4306
SLBP,21,10,19,15,17,9,8,13,24,17,13,17
FAM53A,4175,3304,3943,3132,2616,998,2261,2691,4341,4352,2567,3981
LOC104838273,7,4,1,2,3,3,1,3,10,5,4,9
UVSSA,5019,3609,5347,3453,2907,1443,2236,3091,5096,4778,3610,3767
MAEA,2289,1591,2055,1533,1101,519,974,1239,1986,2019,1379,2516
CTBP1,14220,13129,12165,11500,8501,3681,7166,10829,14585,14830,9732,22164
SPON2,21,4,10,5,5,2,2,1,11,4,2,6
LOC104838073,16,1,12,0,5,2,2,5,7,5,3,2
RNF212,52,39,15,15,15,14,8,10,38,13,12,19
FGFRL1,360,200,96,82,103,48,35,62,221,115,92,140
ST3GAL5,365,274,382,308,245,41,165,193,161,354,149,633
POLR1A,8391,9075,15724,9140,8264,3653,2241,4972,4440,5201,2689,10737
PTCD3,3381,2464,3332,2300,1909,1050,992,1677,2938,2519,2001,2108
IMMT,1813,1105,1900,1094,998,498,703,1026,1782,1442,1284,1804
LOC104838100,0,0,0,0,0,0,0,0,0,0,0,0
MRPL35,313,210,248,215,185,61,91,162,228,223,155,301
REEP1,7895,5381,5501,6737,4506,1434,4098,6353,7134,8786,4686,12503
KDM3A,1913,1374,1417,1238,966,369,650,1124,1538,1645,1119,1957
LOC104838178,3131,2173,2773,2529,1909,810,1315,1563,2614,2693,1797,2702
RMND5A,5371,3500,5171,2979,3146,1526,2084,2344,5051,4022,3176,3493
CD8A,65,61,21,55,45,9,58,25,47,60,33,102
CD8B,14,12,4,4,5,5,4,5,4,5,3,12
LOC104838244,5,0,0,2,0,1,0,3,1,3,0,2
LOC104838301,13,7,2,7,1,1,6,1,2,10,4,20
KRCC1,20,12,5,12,2,1,11,8,3,26,10,58
EDNRB,51,48,10,12,11,4,10,5,18,19,7,32
SLAIN1,119,70,31,32,33,26,15,26,75,31,28,17
SCEL,131,64,26,20,37,25,16,20,64,40,15,39
MYCBP2,39125,27798,38549,25640,21284,9650,14875,20868,31191,33603,24993,35846
FBXL3,3898,2292,3448,2393,2036,1082,1513,1812,3405,2885,2344,2661
CLN5,495,330,420,337,284,138,239,228,496,400,309,460
LOC104838473,505,319,452,389,297,115,188,240,494,358,347,292
IRG1,52,39,32,16,15,6,12,15,24,22,13,22
KCTD12,275,193,137,180,75,29,53,62,86,142,78,193
LOC104838569,20,6,9,3,17,9,8,6,28,7,12,8
RNF219,99,93,15,63,43,6,26,48,45,74,18,139
RBM26,15247,11142,16379,10876,9591,4414,6349,9112,14405,14249,10079,13353
NDFIP2,4892,3839,4977,3292,2419,988,1969,2375,3460,4036,3027,4923
SPRY2,30,15,3,18,10,0,10,15,8,11,7,43
LOC104838605,901,583,766,646,699,296,357,491,844,749,749,715
NGF,13,9,5,3,2,0,3,4,5,7,6,15
TSPAN2,213,189,70,220,94,17,70,112,82,216,57,385
TSHB,8,4,3,2,4,0,1,0,4,9,0,11
SYCP1,215,103,17,109,120,10,63,121,71,210,22,272
LOC104838647,19,11,5,9,7,1,4,9,7,18,7,10
SIKE1,868,412,751,475,352,288,252,407,458,453,377,583
CSDE1,25097,18348,29867,17912,14636,7823,9889,14067,26418,22340,17794,17997
NRAS,2928,1908,3934,1818,2033,827,1262,1494,2693,2465,1763,2228
AMPD1,235,111,189,78,161,66,97,69,231,173,108,211
LOC104839385,1887,1545,2036,1792,1288,508,900,999,1345,1674,1019,2201
TRIM33,4999,3529,4851,3227,2793,1188,2232,2125,3945,3836,2441,3916
SYT6,56,26,22,13,12,9,8,8,37,19,25,37
OLFML3,3,2,0,1,6,0,1,1,3,5,1,1
HIPK1,24341,13592,26073,15199,13162,6468,7515,9635,22348,18551,15410,14428
DCLRE1B,42,21,43,17,31,8,17,13,39,32,17,18
AP4B1,2122,2087,3848,2009,1842,589,1125,1163,2269,2240,1377,2300
BCL2L15,10,14,16,8,16,4,13,4,14,6,7,7
PTPN22,551,593,391,440,234,43,140,224,191,342,160,565
RSBN1,853,478,594,349,359,180,324,396,718,436,407,516
PHTF1,3186,2207,3440,2177,1980,854,1259,1680,3023,2310,2075,1927
MAGI3,961,503,795,373,508,249,272,345,692,701,498,886
LRIG2,5963,4000,6874,3998,3785,1792,2554,3211,6019,5039,4099,4158
SLC16A1,2053,1934,3468,2321,1731,513,1167,1887,3349,2240,2301,1876
FAM19A3,15,8,8,1,5,2,1,4,10,5,4,16
RHOC,395,295,328,405,272,69,232,236,286,347,196,836
MOV10,2369,1880,3373,2977,2311,593,1270,1275,2958,2898,1657,2905
CAPZA1,1730,1232,1727,1078,1101,539,702,907,1724,1413,1116,1208
ST7L,2657,1763,2549,1714,1698,788,945,1267,2534,1900,1530,1803
WNT2B,418,157,228,134,307,118,143,145,495,247,200,318
CTTNBP2NL,63,60,17,38,31,9,11,40,25,40,23,56
KCND3,527,293,143,114,182,160,84,169,387,182,156,215
DDX20,1948,1313,2286,1329,1105,523,756,948,1659,1651,1217,1375
FAM212B,42,19,10,10,8,7,5,9,31,12,7,17
RAP1A,4513,3444,3700,3620,2220,722,1717,2658,2489,4305,2486,5838
ADORA3,16,8,9,2,6,3,6,6,5,6,7,15
LOC104838909,184,104,108,115,119,28,67,59,125,167,61,242
ATP5F1,1366,795,1297,849,699,334,528,575,1119,1007,697,863
WDR77,521,370,452,462,243,119,209,252,408,400,299,352
LOC104838919,20,14,7,6,4,4,1,6,12,5,7,11
GUCA1A,3,1,4,0,1,5,0,2,2,2,6,4
GUCA1B,11,5,1,3,6,2,3,5,9,7,2,7
IRF6,94,54,45,25,59,29,45,45,139,60,48,36
LOC104839463,44,33,24,27,29,13,13,15,46,34,12,18
LOC104838951,13430,10461,16076,11703,8952,4391,5444,6612,14645,12991,7888,12028
LOC104839469,187,133,96,92,30,15,29,64,59,79,49,192
G0S2,601,348,367,154,96,20,57,187,161,319,190,684
LAMB3,43,24,25,30,13,5,4,13,29,22,18,54
CAMK1G,22,9,1,9,7,1,0,5,20,9,6,11
PLXNA2,215,130,63,60,51,37,13,58,169,75,88,124
CD34,20,22,7,17,9,2,4,7,10,9,12,15
CD46,2994,2373,3306,2252,1643,644,1270,1592,2309,2758,1864,3337
CR1,536,427,631,502,465,217,300,445,659,466,331,881
LOC104839002,295,222,328,210,199,172,134,179,305,287,165,447
CD55,5507,5461,7162,6268,4107,1468,3145,2921,6682,5426,3577,5125
LOC104839493,64,36,40,34,54,7,25,30,57,41,17,88
LOC104839502,163,115,139,88,69,26,54,52,125,82,84,167
PFKFB2,254,157,204,121,93,49,76,88,174,155,116,275
YOD1,865,546,792,522,489,238,339,324,758,666,516,452
LOC104839032,54,38,12,22,10,1,4,9,12,24,11,51
LOC104839507,1,3,1,0,2,0,0,0,2,1,4,1
LOC104839512,15,9,4,2,3,1,2,2,5,2,4,1
LOC104839523,7,2,1,1,1,5,1,3,2,0,0,2
IL10,14,15,6,10,3,2,4,3,2,5,3,19
MAPKAPK2,945,563,559,480,296,70,131,263,238,407,320,823
DYRK3,888,613,719,536,530,199,485,478,814,764,612,937
EIF2D,1863,1140,1532,1162,876,520,612,887,1637,1362,1103,1030
RASSF5,830,458,310,418,359,127,259,186,449,504,255,593
IKBKE,649,573,186,618,313,17,218,327,189,501,154,1281
SRGAP2,623,541,374,293,263,66,165,258,301,386,219,647
FAM72A,8,3,1,1,4,1,3,2,3,6,3,5
AVPR1B,4,4,1,0,1,2,0,0,0,0,0,5
LOC104839548,32,31,9,42,32,0,14,39,24,46,16,79
CTSE,5,3,2,1,2,1,0,0,4,1,3,6
RAB7B,6,5,1,4,1,1,0,1,1,4,2,5
SLC26A9,11,7,10,6,6,4,1,1,12,6,9,8
PM20D1,224,168,237,157,116,49,96,110,169,186,147,217
SLC41A1,203,160,133,176,108,35,71,99,125,147,100,222
RAB29,884,1007,1265,1089,876,201,448,549,1024,824,641,901
NUCKS1,6803,4555,5950,4805,4008,1995,2759,2865,5946,5491,4060,4980
SLC45A3,166,145,48,204,105,23,69,101,101,180,61,265
LOC104839568,33,13,5,31,10,3,9,15,21,27,6,36
ELK4,2105,1318,1999,1142,1220,531,671,789,1429,1380,1253,1504
MFSD4,45,16,7,16,11,12,11,10,35,17,23,35
CDK18,16,15,3,1,13,3,1,4,13,5,8,15
TRNAW-CCA_1,2,0,0,2,0,0,0,0,0,0,0,0
KLHDC8A,5,4,0,6,4,1,1,7,9,3,2,8
NUAK2,27,12,26,30,25,8,18,14,32,20,10,40
TMCC2,31,17,6,11,22,9,10,14,37,11,18,44
DSTYK,1008,672,1021,556,614,318,427,551,1120,696,599,813
RBBP5,1684,1023,1459,1007,898,477,522,740,1512,1156,915,1143
TMEM81,129,43,70,32,46,37,28,36,122,68,60,92
CNTN2,213,88,82,65,62,60,50,64,180,126,78,165
NFASC,106,58,48,33,37,35,9,30,77,40,49,82
LRRN2,6,3,1,6,2,0,1,5,3,6,2,5
MDM4,4483,2874,3971,2833,2315,998,1708,1965,3598,3994,3042,3198
TRNAK-UUU,1,0,0,0,0,0,0,0,0,0,0,0
TRNAK-UUU_1,1,0,0,1,0,0,0,0,0,0,0,0
PIK3C2B,81,76,33,56,35,7,18,23,35,81,29,122
PPP1R15B,3200,2072,2869,1695,1808,813,1210,1493,2571,2403,1514,2758
PLEKHA6,421,282,122,142,170,74,111,125,304,214,147,213
GOLT1A,3,0,1,0,1,0,0,0,2,0,0,4
REN,7,4,1,1,3,0,0,5,7,2,3,9
ETNK2,11,7,4,1,3,0,0,5,12,5,6,5
SOX13,67,29,12,98,66,2,26,47,34,124,35,174
SNRPE,623,474,631,499,400,160,303,261,714,583,444,385
UNC13A,73,35,11,20,14,8,5,21,36,23,25,34
NFIC,5306,2757,5564,4503,4044,1535,1775,2139,5044,4248,3312,3796
SMIM24,13,6,9,14,23,7,4,8,37,14,9,15
LOC104839670,132,75,91,111,118,37,68,72,228,116,56,122
DOHH,382,170,293,286,261,110,117,147,450,278,170,250
LOC104839694,224,111,171,171,164,54,58,65,217,137,87,149
FZR1,7655,4867,7383,5035,4868,2044,3350,3603,7205,5851,4498,6010
LOC104840679,9,2,1,1,3,2,1,1,5,4,1,1
LOC104840687,17,14,17,9,14,8,3,4,29,8,8,10
MFSD12,1063,697,902,659,565,364,346,387,1224,1028,565,686
HMG20B,174,146,167,194,84,38,50,71,138,161,73,166
GIPC3,6,6,12,10,5,4,2,1,4,10,4,7
TBXA2R,59,39,24,88,37,1,26,33,30,69,35,173
CACTIN,3129,1825,2814,2435,2191,845,1060,1195,2890,2310,1802,2014
LOC104839754,0,0,0,0,0,0,0,0,0,0,0,0
PIP5K1C,1987,1697,1952,1336,1217,674,732,1185,2286,1587,1142,1627
TJP3,154,114,174,109,139,30,79,69,191,90,82,98
APBA3,343,251,302,362,290,94,100,154,455,286,208,192
MRPL54,338,153,344,261,225,81,104,151,327,234,194,202
LOC104840701,83,43,37,69,56,4,20,25,32,57,17,97
RAX2,8,2,2,5,3,0,0,2,11,5,6,10
LOC104840706,11,12,1,23,10,0,3,8,4,15,3,34
MATK,997,813,305,953,372,39,294,438,230,660,254,1640
ELAVL1,6570,5776,6896,6264,4683,1870,3193,4085,6465,6944,4336,6077
LOC104839859,50,37,31,22,14,7,11,21,25,31,15,44
PRAM1,111,64,52,55,26,17,15,12,29,41,24,83
LOC104840712,49,29,37,18,17,3,7,20,23,25,9,29
LOC104839877,2,1,2,0,0,2,0,1,2,0,0,3
LOC104839885,11,1,1,2,1,2,3,1,3,0,4,1
CD320,43,12,8,14,12,6,7,12,38,20,19,29
NDUFA7,233,116,208,132,130,63,82,96,224,196,165,103
RPS28,2194,1305,2444,2968,3119,669,646,798,2114,2516,1269,1302
KANK3,25,4,32,10,9,4,6,10,18,7,10,12
ANGPTL4,72,37,21,15,22,10,13,17,41,27,32,43
RAB11B,2709,1981,2754,1885,1353,581,1168,1335,2145,2089,1534,2749
2-Mar,1802,1443,1685,1539,1126,596,1018,886,1962,1545,1072,1850
LOC104839916,665,399,918,693,577,295,349,363,902,669,447,681
LOC104839943,477,497,440,657,364,171,237,302,471,538,256,893
GP1BA,428,553,96,1017,327,31,241,318,131,607,164,1243
KLHL33,13,10,2,6,7,3,5,9,7,9,5,18
NDUFA11,1546,643,1441,1114,745,399,676,840,1486,1055,947,1110
RANBP3,8385,7186,9369,7025,5356,2305,3546,4452,7481,7949,5527,6834
SLC1A6,276,244,41,68,45,6,15,67,32,111,39,192
LONP1,1829,1173,1528,1122,827,425,539,785,1228,951,940,1087
RPL36,6008,2928,4678,3526,4321,1413,1399,1785,4812,3894,3033,2531
LMNB2,1574,1105,1517,1062,934,416,574,624,1130,1379,867,842
TIMM13,214,112,240,178,138,63,91,106,232,176,116,160
TMPRSS9,122,60,51,35,81,37,32,29,108,89,40,107
SPPL2B,1307,1197,1162,1131,862,389,606,685,1210,1135,769,1017
LSM7,1462,832,1203,844,702,423,485,671,1316,980,852,832
LOC104840080,186,68,123,73,89,61,74,88,185,136,133,90
CERS4,96,59,40,40,41,12,28,31,42,59,18,102
RGS1,828,503,285,561,326,29,272,560,215,602,272,1359
RGS21,332,381,112,377,163,19,120,166,103,405,114,1412
RGS18,3674,4222,1144,4674,1562,102,1717,2499,1000,3986,1293,10226
RGS4,176,168,81,293,105,6,85,75,66,161,63,499
RGS5,75,41,21,38,39,18,13,15,71,35,25,64
HTATIP2,460,277,281,539,280,94,230,210,381,424,192,590
LOC104840161,768,388,440,690,552,183,217,266,587,568,323,842
LOC104840168,3350,2025,1450,3676,1610,356,1157,1357,1258,2615,1252,6559
ATF6,41421,28467,41992,35749,23019,13417,15427,21597,39342,38624,28589,47594
OLFML2B,54,22,14,18,23,13,18,14,100,22,30,42
HSD17B7,78,65,93,83,67,14,55,28,68,59,32,56
DDR2,22,9,5,3,4,2,12,1,17,8,15,10
UAP1,461,233,223,212,201,74,119,129,313,204,169,235
UHMK1,3154,1835,4516,1941,1793,726,1706,2643,4269,2886,3082,2414
LOC104840803,1,1,2,0,0,0,0,3,0,0,0,0
LOC104840811,1,0,3,0,0,0,0,1,1,0,0,1
NOS1AP,47,28,16,15,18,6,2,17,36,19,12,41
TMEM121,1,3,0,0,0,1,0,1,0,0,0,3
LOC104840818,305,193,156,180,132,36,77,144,174,223,102,357
LOC104840250,152,102,26,75,44,2,28,34,28,66,21,96
CRIP2,31,11,2,5,10,3,5,4,13,12,12,15
MTA1,4167,4249,4543,4483,2684,740,2196,2810,2869,4077,2521,5768
PACS2,1320,836,1154,752,725,352,386,541,957,829,730,963
SEC22B,1108,765,1324,857,769,388,483,627,1205,829,807,639
NOTCH2,1542,985,689,802,488,120,349,490,418,922,426,1369
REG4,1,0,0,0,0,0,0,0,2,1,2,0
HMGCS2,3,0,3,2,1,0,1,0,4,1,2,6
PHGDH,3,2,1,1,1,0,0,0,0,4,3,3
LOC104840856,2,3,1,2,1,1,0,0,1,4,1,3
LOC104840860,500,247,333,300,249,123,141,238,367,183,355,282
PRKAB2,599,310,498,475,362,151,186,217,596,403,390,304
LOC104840308,20,8,15,7,23,6,8,6,34,14,13,5
LOC104840313,42,17,33,13,30,18,16,20,42,20,14,12
PPAPDC2,138,58,92,87,112,29,38,53,127,73,67,95
FAM78B,87,23,26,29,35,16,17,39,101,29,37,45
PRDX6,1918,977,1545,1257,1127,516,757,966,2288,1401,1299,1112
TADA1,2829,2203,3207,2290,2008,801,1300,1390,2719,2682,2110,2057
FASLG,21,5,3,15,5,11,11,3,14,15,5,16
SUCO,5191,3728,5687,3390,3153,1553,2183,2871,5379,4847,3490,3548
PIGC,7,3,6,12,6,0,2,2,2,9,2,7
DNM3,498,258,131,152,151,89,78,106,324,173,129,252
METTL13,168,75,71,95,105,63,46,53,173,80,91,64
ITPA,451,227,354,278,206,115,123,155,382,257,233,190
VAMP4,606,363,502,356,358,150,162,265,442,415,383,305
MYOC,0,0,0,0,0,0,0,0,0,0,0,0
PRRC2C,30742,18561,27018,18488,16655,7348,12064,13628,24685,23121,17938,22581
FMO4,8,6,2,0,2,0,2,1,2,2,1,5
LOC104840886,6,7,0,2,4,3,0,5,3,3,3,4
LOC104840896,8,7,6,1,2,2,1,1,7,6,1,7
PRRX1,63,44,23,29,25,16,7,22,55,40,37,53
GORAB,1047,673,849,648,603,252,428,438,890,646,542,724
METTL11B,27,8,12,5,5,1,0,5,19,9,7,8
KIFAP3,463,234,220,191,250,77,79,181,265,424,163,398
SCYL3,1727,1062,1667,1239,912,396,644,859,1543,1215,1008,1251
LOC104840563,360,269,271,279,193,86,145,192,281,313,186,438
METTL18,126,120,118,139,63,21,49,76,96,119,75,172
LOC104840576,288,251,338,388,217,55,140,160,175,390,128,486
SELE,214,156,42,282,96,3,108,151,69,246,68,1560
RXRG,29,19,8,3,13,8,3,5,22,12,10,15
LMX1A,108,114,28,90,62,7,30,51,69,103,53,354
PBX1,31692,22991,27497,24934,21909,10855,9498,14580,36093,30275,28616,24927
NUF2,47,20,12,20,16,7,27,10,34,21,10,31
LRRC52,8,8,5,4,6,4,2,4,15,3,9,2
MGST3,55,36,30,24,35,18,13,27,66,20,27,19
ALDH9A1,1051,509,928,648,518,280,335,455,862,598,622,618
TMCO1,2055,1556,2167,1605,1277,537,761,1104,2008,1580,1297,1365
UCK2,110,58,47,50,44,16,24,41,39,70,46,83
CRTAP,42,17,7,9,10,1,1,4,26,12,16,19
SUSD5,82,50,25,18,20,10,5,19,65,24,24,25
FBXL2,168,112,55,72,78,42,41,32,149,72,55,71
UBP1,7014,4928,7213,4646,3964,1816,2945,3031,5884,5887,3743,5548
CLASP2,17169,14276,20338,13347,11366,4243,8500,11624,14283,19250,11785,18725
PDCD6IP,4122,2882,4445,3550,2518,1131,1761,2054,3426,3828,2863,3273
ARPP21,235,115,67,75,87,33,29,53,146,87,46,130
STAC,145,81,45,46,50,38,15,31,97,55,26,52
DCLK3,88,60,32,35,15,9,16,26,47,36,27,67
TRANK1,8500,7623,8272,6404,6737,1893,4276,5767,6685,8333,5174,9412
MLH1,872,629,702,477,434,182,235,346,503,632,414,562
STARD3NL,448,352,501,374,243,74,180,197,244,434,265,432
EPDR1,24,19,10,3,9,1,2,8,21,9,6,7
SFRP4,16,13,8,2,5,1,0,3,11,0,2,9
NME8,40,20,9,13,6,7,2,5,23,7,10,10
LOC104841102,3,1,3,0,2,1,0,0,1,0,0,1
LOC104841110,50,9,17,18,10,2,2,5,9,12,8,27
LOC104841266,3582,2643,1021,3188,1915,163,1632,2194,971,3761,966,6376
LOC104841118,499,337,133,386,239,23,178,229,107,444,96,655
AOAH,216,132,58,91,53,22,17,65,118,102,48,142
ANLN,252,199,192,178,138,44,110,109,155,209,126,156
KIAA0895,338,211,182,208,116,23,85,126,96,255,146,426
EEPD1,2687,1815,1965,1122,570,157,288,656,621,1238,849,1810
7-Sep,5335,4384,5908,4067,3129,1538,2244,2932,4846,5205,3520,5727
HERPUD2,4219,3199,4669,2899,2513,1061,1678,2185,3575,3452,2686,3277
TBX20,56,41,9,7,17,11,5,13,48,29,16,29
DPY19L1,262,328,299,269,191,41,133,178,187,365,163,335
NPSR1,122,51,40,36,34,26,11,23,72,28,16,49
BMPER,422,233,129,92,93,60,37,102,220,182,82,186
MEPCE,1530,626,936,717,791,389,358,381,1040,1110,500,892
AGFG2,212,118,212,194,173,57,68,100,244,205,147,213
LOC104842658,57,20,13,10,18,11,5,6,38,12,7,20
NDRG4,30,13,8,7,13,2,2,6,11,12,11,24
GINS3,402,216,274,227,175,111,109,131,317,239,206,266
PRSS54,32,27,20,35,33,3,8,14,41,30,31,28
CCDC113,50,26,16,34,34,6,11,17,38,51,25,63
CSNK2A2,4083,3053,4049,3149,2655,951,1473,2022,3608,3090,2428,3123
CFAP20,1380,752,1216,890,738,314,496,533,1284,823,768,944
MMP15,112,45,65,55,64,19,28,29,100,64,52,82
USB1,113,48,107,73,47,24,42,39,69,82,40,141
ZNF319,621,272,579,400,295,147,169,263,470,464,454,410
LOC104842662,41,23,48,29,15,10,19,27,34,43,32,35
CNGB1,125,60,128,60,54,29,33,60,94,101,79,75
KIFC3,113,28,37,24,88,29,40,16,125,56,44,31
KATNB1,12394,10851,16338,11708,8729,4032,6514,8127,14898,13487,9908,9757
DRC7,429,312,44,274,176,9,141,83,95,129,51,820
LOC104842665,384,384,51,481,157,9,142,142,71,229,59,476
GPR97,2753,1703,1415,1348,691,106,257,513,560,1004,690,1644
GPR56,204,121,28,154,67,2,52,41,26,101,30,422
GPR114,107,54,28,126,73,3,37,37,24,93,26,139
CCDC102A,21,16,7,38,22,5,12,11,11,33,8,64
DOK4,8,2,3,3,1,0,0,0,2,3,3,9
POLR2C,244,151,132,150,105,35,44,64,138,127,90,151
COQ9,151,106,157,126,82,33,62,110,150,122,90,135
CIAPIN1,2255,1373,2377,1614,1286,621,1006,1028,2036,1729,1403,1376
LOC104842669,75,41,38,20,27,8,10,9,16,51,24,44
GFOD2,247,154,124,111,82,18,73,98,109,145,103,211
ENKD1,22,10,3,9,10,5,1,1,13,9,4,19
PARD6A,4,8,1,2,2,3,2,3,7,3,3,7
HERPUD1,1316,923,856,590,443,131,535,459,525,727,451,909
CETP,413,225,246,130,123,61,129,89,227,199,153,268
NLRC5,1565,1354,921,879,557,428,475,1109,1299,648,501,721
CPNE2,1247,920,1415,1074,694,338,474,630,982,1054,769,924
FAM192A,1113,696,869,591,598,279,336,473,1070,838,665,579
RSPRY1,2519,1994,2577,1690,1517,647,1148,1415,2309,2105,1561,1867
ARL2BP,638,425,431,371,312,189,198,350,698,381,565,357
PLLP,13,1,4,1,4,6,1,6,10,12,4,10
TRNAL-CAG,0,1,0,0,0,0,0,0,0,0,0,1
TRNAL-CAG_1,0,1,0,0,0,0,0,0,0,0,0,0
CX3CL1,4,3,4,2,1,2,2,4,4,1,4,4
CCL17,8,3,18,3,3,2,4,1,4,3,8,3
RANBP10,15513,15426,20094,13099,10711,3742,9591,14368,20583,19131,14695,14764
TSNAXIP1,656,807,1154,526,487,159,467,388,603,921,434,715
CENPT,1025,959,1605,939,763,218,510,590,1023,1121,612,980
THAP11,1,1,0,4,4,0,0,0,0,2,0,0
NUTF2,1678,1256,1871,1013,1012,429,716,926,1566,1463,1178,1640
EDC4,5976,4069,6769,4694,4167,1636,2060,2988,5984,4581,4275,3560
NRN1L,4,3,1,2,5,3,2,3,11,4,1,1
PSKH1,897,677,965,713,666,216,418,551,896,784,616,531
CTRL,13,7,3,4,10,1,2,1,16,2,0,3
EXOC3L1,83,51,124,79,91,17,24,16,79,68,49,38
E2F4,2392,1562,2544,2146,1758,816,1063,1226,2606,1896,1648,1372
ELMO3,175,75,72,103,121,29,66,64,131,103,71,149
TMEM208,710,369,555,468,412,190,220,271,727,397,408,281
KIAA0895L,127,80,31,43,24,8,26,30,43,40,25,40
LCAT,29,11,4,9,7,0,1,8,13,8,4,10
TRNAH-GUG,0,0,0,0,1,0,0,0,0,0,0,0
TRNAK-UUU_2,1,0,0,0,0,0,0,0,0,0,0,0
TRNAH-GUG_1,2,0,0,1,1,0,0,0,0,0,0,0
LOC104841794,7,3,1,3,0,0,0,2,2,2,1,1
LOC104841801,34,32,8,33,16,0,0,12,6,18,8,45
FAM65A,333,375,104,655,195,21,153,332,158,509,170,1042
CTCF,2492,1749,2766,1706,1224,655,1002,1623,2579,2058,1734,2698
